web-scraper-order,web-scraper-start-url,select,select-href,title,author,body,year
1519865043-191,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/macbeth-act-i-scene-ii-merciless-macdonwald,https://www.poets.org/poetsorg/poem/macbeth-act-i-scene-ii-merciless-macdonwald,"Macbeth, Act I, Scene II [The merciless Macdonwald]",William Shakespeare,"A Sergeant, explaining Macbeth’s courage in battle against the rebel Macdonwald
                   The merciless Macdonwald—
Worthy to be a rebel, for to that
The multiplying villanies of nature
Do swarm upon him—from the western isles
Of kerns and gallowglasses is supplied;
And fortune, on his damned quarrel smiling,
Show’d like a rebel’s whore: but all’s too weak;
For brave Macbeth—well he deserves that name—
Disdaining fortune, with his brandish’d steel,
Which smoked with bloody execution,
Like valour’s minion carved out his passage
Till he faced the slave;
Which ne’er shook hands, nor bade farewell to him...",public domain
1519865191-265,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,here,https://www.poets.org/poetsorg/poem/shaking-grass,Shaking the Grass,Janice N. Harrington,"Evening, and all my ghosts come back to me
like red banty hens to catalpa limbs
and chicken-wired hutches, clucking, clucking,
and falling, at last, into their head-under-wing sleep.

I think about the field of grass I lay in once,
between Omaha and Lincoln.  It was summer, I think.
The air smelled green, and wands of windy green, a-sway,
a-sway, swayed over me.  I lay on green sod
like a prairie snake letting the sun warm me.

What does a girl think about alone
in a field of grass, beneath a sky as bright
as an Easter dress, beneath a green wind?

Maybe I have not shaken the grass.
All is vanity.

Maybe I never rose from that green field.
All is vanity.

Maybe I did no more than swallow deep, deep breaths
and spill them out into story:  all is vanity.

Maybe I listened to the wind sighing and shivered,
spinning, awhirl amidst the bluestem
and green lashes:  O my beloved!  O my beloved!

I lay in a field of grass once, and then went on.
Even the hollow my body made is gone.",2007
1519865065-202,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/how-milky-way-was-made,https://www.poets.org/poetsorg/poem/how-milky-way-was-made,How the Milky Way Was Made,Natalie Diaz,"My river was once unseparated. Was Colorado. Red-
fast flood. Able to take       anything it could wet—in a wild rush—                                 all the way to Mexico.Now it is shattered by fifteen dams
over one-thousand four-hundred and fifty miles,pipes and pumps filling
swimming pools and sprinklers      in Los Angeles and Las Vegas.To save our fish, we lifted them from our skeletoned river beds,
loosed them in our heavens, set them aster —      ‘Achii ‘ahan, Mojave salmon,                                Colorado pikeminnow—Up there they glide, gilled with stars.
You see them now—      god-large, gold-green sides,                                moon-white belly and breast—making their great speeded way across the darkest hours,
rippling the sapphired sky-water into a galaxy road.The blurred wake they drag as they make their path
through the night sky is called      ‘Achii ‘ahan nyuunye—                                our words for Milky Way.Coyote too is up there, crouched in the moon,
after his failed attempt to leap it, fishing net wet      and empty, slung over his back—                                a prisoner blue and dreamingof unzipping the salmon’s silked skins with his teeth.
O, the weakness of any mouth      as it gives itself away to the universe                                of a sweet-milk body.Just as my own mouth is dreamed to thirst
the long desire-ways, the hundred-thousand light year roads      of your throat and thighs.",2015
1519865193-266,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,here,https://www.poets.org/poetsorg/poem/song-clatter-bones,Song for the Clatter-Bones,F. R. Higgins,"God rest that Jewy woman,
Queen Jezebel, the bitch
Who peeled the clothes from her shoulder-bones
Down to her spent teats
As she stretched out of the window
Among the geraniums, where
She chaffed and laughed like one half daft
Titivating her painted hair—

King Jehu he drove to her,
She tipped him a fancy beck;
But he from his knacky side-car spoke,
“Who’ll break that dewlapped neck?”
And so she was thrown from the window;
Like Lucifer she fell
Beneath the feet of the horses and they beat
The light out of Jezebel.

That corpse wasn’t planted in clover;
Ah, nothing of her was found
Save those grey bones that Hare-foot Mike
Gave me for their lovely sound;
And as once her dancing body
Made star-lit princes sweat,
So I’ll just clack: though her ghost lacks a back
There’s music in the old bones yet.",public domain
1519865181-260,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,here,https://www.poets.org/poetsorg/poem/station-metro,In a Station of the Metro,Ezra Pound,"The apparition of these faces in the crowd;
Petals on a wet, black bough.",1926
1519865121-230,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/still-life-0,https://www.poets.org/poetsorg/poem/still-life-0,Still Life,Carl Sandburg,"Cool your heels on the rail of an observation car.
Let the engineer open her up for ninety miles an hour.
Take in the prairie right and left, rolling land and new hay crops,
      swaths of new hay laid in the sun.
A gray village flecks by and the horses hitched in front of the
      post-office never blink an eye.
A barnyard and fifteen Holstein cows, dabs of white on a black
      wall map, never blink an eye.
A signalman in a tower, the outpost of Kansas City, keeps his
      place at a window with the serenity of a bronze statue on a
      dark night when lovers pass whispering.",public domain
1519865103-221,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/bei-hennef,https://www.poets.org/poetsorg/poem/bei-hennef,Bei Hennef,D. H. Lawrence,"The little river twittering in the twilight,
The wan, wondering look of the pale sky,
            This is almost bliss.And everything shut up and gone to sleep,
All the troubles and anxieties and pain
            Gone under the twilight.Only the twilight now, and the soft “Sh!” of the river
            That will last forever.And at last I know my love for you is here,
I can see it all, it is whole like the twilight,
It is large, so large, I could not see it before
Because of the little lights and flickers and interruptions,
             Troubles, anxieties, and pains.             You are the call and I am the answer,
             You are the wish, and I the fulfillment,
             You are the night, and I the day.
                         What else—it is perfect enough,
                         It is perfectly complete,
                         You and I.
Strange, how we suffer in spite of this!",2015
1519865101-220,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/remembrance,https://www.poets.org/poetsorg/poem/remembrance,Remembrance,Emily Brontë,"Cold in the earth—and the deep snow piled above thee,
Far, far removed, cold in the dreary grave!
Have I forgot, my only Love, to love thee,
Severed at last by Time’s all-severing wave?

Now, when alone, do my thoughts no longer hover
Over the mountains, on that northern shore,
Resting their wings where heath and fern leaves cover
Thy noble heart forever, ever more?

Cold in the earth—and fifteen wild Decembers,
From those brown hills, have melted into spring;
Faithful, indeed, is the spirit that remembers
After such years of change and suffering!

Sweet Love of youth, forgive, if I forget thee,
While the world’s tide is bearing me along;
Other desires and other hopes beset me,
Hopes which obscure, but cannot do thee wrong!

No later light has lightened up my heaven,
No second morn has ever shone for me;
All my life’s bliss from thy dear life was given,
All my life’s bliss is in the grave with thee.

But, when the days of golden dreams had perished,
And even Despair was powerless to destroy,
Then did I learn how existence could be cherished,
Strengthened, and fed without the aid of joy.

Then did I check the tears of useless passion—
Weaned my young soul from yearning after thine;
Sternly denied its burning wish to hasten 
Down to that tomb already more than mine.

And, even yet, I dare not let it languish,
Dare not indulge in memory’s rapturous pain;
Once drinking deep of that divinest anguish,
How could I seek the empty world again?",public domain
1519865089-214,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/light-candle,https://www.poets.org/poetsorg/poem/light-candle,The light of a candle,Yosa Buson,"The light of a candle
               is transferred to another candle—
               spring twilight.",2007
1519865143-241,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,click here,https://www.poets.org/poetsorg/poem/long-night-full-moon,Long Night Full Moon,D. A. Powell,"You only watch the news to find out
where the fires are burning, which way
the wind is blowing, and whether
it will rain. Forecast ahead but first:
A mother’s boy laid out
in the street for hours.
These facts don’t wash away.",2016
1519865053-196,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/haunted-palace,https://www.poets.org/poetsorg/poem/haunted-palace,The Haunted Palace,Edgar Allan Poe,"In the greenest of our valleys
By good angels tenanted,
Once a fair and stately palace —
Radiant palace — reared its head.
In the monarch Thought’s dominion —
It stood there!
Never seraph spread a pinion
Over fabric half so fair!

Banners yellow, glorious, golden,
On its roof did float and flow,
(This — all this — was in the olden
Time long ago,)
And every gentle air that dallied,
In that sweet day,
Along the ramparts plumed and pallid,
A winged odor went away.

Wanderers in that happy valley,
Through two luminous windows, saw
Spirits moving musically,
To a lute’s well-tuned law,
Round about a throne where, sitting
(Porphyrogene!)
In state his glory well-befitting,
The ruler of the realm was seen.

And all with pearl and ruby glowing
Was the fair palace door,
Through which came flowing, flowing, flowing,
And sparkling evermore,
A troop of Echoes, whose sweet duty
Was but to sing,
In voices of surpassing beauty,
The wit and wisdom of their king.

But evil things, in robes of sorrow,
Assailed the monarch’s high estate.
(Ah, let us mourn! — for never morrow
Shall dawn upon him desolate!)
And round about his home the glory
That blushed and bloomed,
Is but a dim-remembered story
Of the old time entombed.

And travellers, now, within that valley,
Through the red-litten windows see
Vast forms, that move fantastically
To a discordant melody,
While, like a ghastly rapid river,
Through the pale door
A hideous throng rush out forever
And laugh — but smile no more.",public domain
1519865161-250,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,click here,https://www.poets.org/poetsorg/poem/note-body,a note on the body,Danez Smith,"your body still your bodyyour arms still wingyour mouth still a gun           you tragic, misfiring bird you have all you need to be a herodon’t save the world, save yourself you worship too much & you worship too much when prayer doesn’t work:      dance, fly, fire this is your hardest scenewhen you think the whole sad thing might end but you live      oh, you live everyday you wake you raise the dead           everything you do is a miracle",2017
1519865155-247,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,click here,https://www.poets.org/poetsorg/poem/dirge-south,Dirge South,Anne Waldman,"South in the spectrum events. Murderous events. Good South the longer warrior. Not Bad south, unreconstructed warrior. Get ready room, for hell. Untethered hatred. Sky aflame, stars aligned for the non-rational. Desponded map. Down under. A long forgiving. A long forgiving and then reckoning. Long long. Who forgive? Would she? Would they? would he? Mothers and fathers, forgive? Bother and sisters, forgive? See the big picture. Ethno-historical days. A sum. We do holy ritual and turning. We do secular ritual, turning. We continue you, Dear murdered. This is domestic terrorism.Body holy blackness. Holy holy blackness. Holy holy dark continent in the cross dream of liberation. But there in collective groan longer longer groan, a vision. You want psyche? You cross a world together. Sing of victims and crime. You curse you will not sing. Must not sing. Then must sing, sing the evil down. Sing centuries unmitigated disaster. Rive it. Hundred year plan? Thousand year plan? Withers without your spirit. And all go down. And all and all go down. And white go down. Do something white body, and white go down. And all go down. What genocide. Any room for poetry? And the Navajo poet lowers his head, children, he says, in this time: room for poetry? This time. Sorry sorry sorry hominid. What? This is domestic terrorism.Walls. Wall you are up against, all all. O it, murder, detail, all of it. Emmanuel, o come. Could tell: rupture, scream. What next? Sing. Could tell it’s over us, wash, come over us. Emmanuel. O come, o come. Leader, minister, senator. Young man dead in his time. Then all lay in blood. Washed in the blood. Unsolved. Rip again. Structure of rip. The architectures that won’t work. That rip. That rot. Renewal? Saints in heaven. The disappearing. Erased. All the saints in heaven down on their knees for this.Apotheosis. The Nine. Assumption of bodies. Too familiar. Lift. Innocents when you go to slaughter. Broke down into violence. Degeneration. Up against and scream. Pressurizing brain, and mount, ghosts begging for light, Mount in the heat. Pile up. Layers of atrocity in the House of the Lord. What law will bind, hold back slaughter of innocents. O you syndicates of samsara breed genocide proud genocide flag of murderer. Insignias and shells of hatred proud to wear by the weak and damned. Room for poetry? This is domestic terrorism.The Nine: Cynthia Hurd, 54; Susie Jackson, 87; Ethel Lance, 70; Rev. DePayne Middleton-Doctor, 49; Hon. Rev. Clementa Pinckney, 41; Tywanza Sanders, 26; Rev. Daniel Simmons Sr., 74; Rev. Sharonda Singleton, 45; Myra Thompson, 59.For rest, for succor, arrive, arrive. When they say never coming, then arrive. Eruption of chaos. Then arrive. Blood and twin to the universe, always, chaos? Arrive. How many guns can you buy today? Locked in a cabin’s chaos, like fever, a cosmos of endarkenment. Mask, mine or yours. Masked in privilege. Turning around as word in the mouth, sobs try to get out. Take off. Sob me a river. Language is biodegradable. Gone south, a dirge south. Rotted man inside takes it down. Legion of terrorism this land. Infernal descents. In-born terrorism. Wake up. Hold it up. Arrive.Insulated? Never. American soil saturated with the blood of the innocents. These are the holders, will hold. They will. Hold. O blessings, o dark lamb, come. Come. Come. Hold. Come, o dark lamb. Help me Jesus. Help us Jesus. Whatever the way. Hold. Hold. Shake shake these white bodies down. Arise or all go down. And Help us Buddha, help us Yaweh, Help us Mohammed, Help us Brahma, Help us Confucius. Dark Lamb on the way.",2016
1519865183-261,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,here,https://www.poets.org/poetsorg/poem/let%E2%80%99s-get-out-here,Let’s Get Out of Here,Corey Zeller,"The river is a fish
and my tongue 
is white paper
you draw
your hand on
and the sounds 
keys make
on the waist 
of a janitor
in an empty building
on the night of your birth
when the moon was
a live bird pinned 
to a girl’s chest
and the color 
of a beat-up door 
that hides a paint chipped 
life where we lick the throats
of passing trains 
and wear bright pills 
over our faces 
like ghost masks
and move the tiny ghosts 
that live in us
like dominos.",2014
1519865145-242,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,click here,https://www.poets.org/poetsorg/poem/anthem-doomed-youth,Anthem for Doomed Youth,Wilfred Owen,"What passing-bells for these who die as cattle? 
Only the monstrous anger of the guns. 
Only the stuttering rifles’ rapid rattle 
Can patter out their hasty orisons. 
No mockeries now for them; no prayers nor bells; 
Nor any voice of mourning save the choirs, 
The shrill, demented choirs of wailing shells; 
And bugles calling for them from sad shires. 
What candles may be held to speed them all? 
Not in the hands of boys, but in their eyes 
Shall shine the holy glimmers of good-byes. 
The pallor of girls’ brows shall be their pall; 
Their flowers the tenderness of patient minds, 
And each slow dusk a drawing-down of blinds.",public domain
1519865069-204,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/ego-tripping-there-may-be-reason-why,https://www.poets.org/poetsorg/poem/ego-tripping-there-may-be-reason-why,Ego Tripping (there may be a reason why),Nikki Giovanni,"I was born in the congo
I walked to the fertile crescent and built
    the sphinx
I designed a pyramid so tough that a star
    that only glows every one hundred years falls
    into the center giving divine perfect light
I am badI sat on the throne
    drinking nectar with allah
I got hot and sent an ice age to europe
    to cool my thirst
My oldest daughter is nefertiti
    the tears from my birth pains
    created the nile
I am a beautiful womanI gazed on the forest and burned
    out the sahara desert
    with a packet of goat’s meat
    and a change of clothes
I crossed it in two hours
I am a gazelle so swift
    so swift you can’t catch me    For a birthday present when he was three
I gave my son hannibal an elephant
    He gave me rome for mother’s day
My strength flows ever onMy son noah built new/ark and
I stood proudly at the helm
    as we sailed on a soft summer day
I turned myself into myself and was
    jesus
    men intone my loving name
    All praises All praises
I am the one who would saveI sowed diamonds in my back yard
My bowels deliver uranium
    the filings from my fingernails are
    semi-precious jewels
    On a trip north
I caught a cold and blew
My nose giving oil to the arab world
I am so hip even my errors are correct
I sailed west to reach east and had to round off
    the earth as I went
    The hair from my head thinned and gold was laid
    across three continentsI am so perfect so divine so ethereal so surreal
I cannot be comprehended
    except by my permissionI mean . . . I . . . can fly
    like a bird in the sky . . .",1968
1519865027-183,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/hamlet-act-iii-scene-i-be-or-not-be,https://www.poets.org/poetsorg/poem/hamlet-act-iii-scene-i-be-or-not-be,"Hamlet, Act III, Scene I [To be, or not to be]",William Shakespeare,"To be, or not to be: that is the question:
Whether ‘tis nobler in the mind to suffer
The slings and arrows of outrageous fortune,
Or to take arms against a sea of troubles,
And by opposing end them? To die: to sleep;
No more; and by a sleep to say we end
The heart-ache and the thousand natural shocks
That flesh is heir to, ‘tis a consummation
Devoutly to be wish’d. To die, to sleep;
To sleep: perchance to dream: ay, there’s the rub;
For in that sleep of death what dreams may come
When we have shuffled off this mortal coil,
Must give us pause: there’s the respect
That makes calamity of so long life;
For who would bear the whips and scorns of time,
The oppressor’s wrong, the proud man’s contumely,
The pangs of despised love, the law’s delay,
The insolence of office and the spurns
That patient merit of the unworthy takes,
When he himself might his quietus make
With a bare bodkin? who would fardels bear,
To grunt and sweat under a weary life,
But that the dread of something after death,
The undiscover’d country from whose bourn
No traveller returns, puzzles the will
And makes us rather bear those ills we have
Than fly to others that we know not of?
Thus conscience does make cowards of us all;
And thus the native hue of resolution
Is sicklied o’er with the pale cast of thought,
And enterprises of great pith and moment
With this regard their currents turn awry,
And lose the name of action.—Soft you now!
The fair Ophelia! Nymph, in thy orisons
Be all my sins remember’d.",public domain
1519865099-219,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/so-long,https://www.poets.org/poetsorg/poem/so-long,So Long,Walt Whitman,"1

To conclude—I announce what comes after me;   
I announce mightier offspring, orators, days, and then, for the present, depart. 
   
I remember I said, before my leaves sprang at all,   
I would raise my voice jocund and strong, with reference to consummations.   
   
When America does what was promis’d,
When there are plentiful athletic bards, inland and seaboard,   
When through These States walk a hundred millions of superb persons,   
When the rest part away for superb persons, and contribute to them,   
When breeds of the most perfect mothers denote America,   
Then to me and mine our due fruition.
   
I have press’d through in my own right,   
I have sung the Body and the Soul—War and Peace have I sung,   
And the songs of Life and of Birth—and shown that there are many births:   
I have offer’d my style to everyone—I have journey’d with confident step;   
While my pleasure is yet at the full, I whisper, So long! 
And take the young woman’s hand, and the young man’s hand, for the last time.   
     

2

I announce natural persons to arise;   
I announce justice triumphant;   
I announce uncompromising liberty and equality;   
I announce the justification of candor, and the justification of pride.
   
I announce that the identity of These States is a single identity only;   
I announce the Union more and more compact, indissoluble;   
I announce splendors and majesties to make all the previous politics of the earth
     insignificant.   
   
I announce adhesiveness—I say it shall be limitless, unloosen’d;   
I say you shall yet find the friend you were looking for.
   
I announce a man or woman coming—perhaps you are the one, (So long!)   
I announce the great individual, fluid as Nature, chaste, affectionate,
     compassionate, fully armed.   
   
I announce a life that shall be copious, vehement, spiritual, bold;   
I announce an end that shall lightly and joyfully meet its translation;   
I announce myriads of youths, beautiful, gigantic, sweet-blooded; 
I announce a race of splendid and savage old men.   
   

3

O thicker and faster! (So long!)   
O crowding too close upon me;   
I foresee too much—it means more than I thought;   
It appears to me I am dying.
   
Hasten throat, and sound your last!   
Salute me—salute the days once more. Peal the old cry once more.   
   
Screaming electric, the atmosphere using,   
At random glancing, each as I notice absorbing,   
Swiftly on, but a little while alighting,
Curious envelop’d messages delivering,   
Sparkles hot, seed ethereal, down in the dirt dropping,   
Myself unknowing, my commission obeying, to question it never daring,   
To ages, and ages yet, the growth of the seed leaving,   
To troops out of me, out of the army, the war arising—they the tasks I have
     set promulging,  
To women certain whispers of myself bequeathing—their affection me more
     clearly explaining,  
To young men my problems offering—no dallier I—I the muscle of their
     brains trying,   
So I pass—a little time vocal, visible, contrary;   
Afterward, a melodious echo, passionately bent for—(death making me really
     undying;)   
The best of me then when no longer visible—for toward that I have been
     incessantly preparing.
   
What is there more, that I lag and pause, and crouch extended with unshut mouth?   
Is there a single final farewell?   
   

4

My songs cease—I abandon them;   
From behind the screen where I hid I advance personally, solely to you.   
   
Camerado! This is no book;
Who touches this, touches a man;   
(Is it night? Are we here alone?)   
It is I you hold, and who holds you;   
I spring from the pages into your arms—decease calls me forth.   
   
O how your fingers drowse me!
Your breath falls around me like dew—your pulse lulls the tympans of my
     ears;   
I feel immerged from head to foot;   
Delicious—enough.   
   
Enough, O deed impromptu and secret!   
Enough, O gliding present! Enough, O summ’d-up past!
   

5

Dear friend, whoever you are, take this kiss,   
I give it especially to you—Do not forget me;   
I feel like one who has done work for the day, to retire awhile;   
I receive now again of my many translations—from my avataras ascending—while others
     doubtless await me;   
An unknown sphere, more real than I dream’d, more direct, darts awakening rays
     about me—So long!
Remember my words—I may again return,   
I love you—I depart from materials;   
I am as one disembodied, triumphant, dead.",public domain
1519865199-269,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,here,https://www.poets.org/poetsorg/poem/were-all-ghosts-now,We’re All Ghosts Now,Dara Wier,"So says my friend who doesn’t know it now
But he’s been conscripted to say what I shouldn’t

Want anyone to say too soon, too suddenly, too many times
More than must be said. It’s a tall order, or as another friend says

A tall drink of water, otherwise: it’s plain & simple:
What anyone wants most of all.

Another friend tells me I’m easy and means something sweetly as when
One caves with the slightest shudder somehow thoroughly.

Another says what you say should be in a poem which means
Someone is taking for me the trouble to breathe, maybe fire.

Lucidity, quick and painlessly employed, kind of, as a kind nurse employs
Her rough pinch to be less strict than her needle’s as it settles into a vein

To take sufficient blood away somewhere to be deployed in centrifuge
To diagnose and otherwise and likewise and counterclockwise say, the way

Metaphor or blood can have the last word. In order to be sure of what the
Center is, everything has to spin away, I guess. Your words like a lost ghost

On a mission. I’ve never met a ghost who’s not on a mission.
Why otherwise bother to be a ghost’s ghost?

When we write to ghosts we write on stony water. One can skip a stone
In order to pretend to find ten thousands things.

Nearby is very close.
Nearby I take your words to water. My ghosts are growing restless.",2013
1519865031-185,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/star-spangled-banner,https://www.poets.org/poetsorg/poem/star-spangled-banner,The Star-Spangled Banner,Francis Scott Key,"O say, can you see, by the dawn’s early light,   
What so proudly we hailed at the twilight’s last gleaming?   
Whose broad stripes and bright stars through the perilous fight,   
O’er the ramparts we watched were so gallantly streaming;   
And the rocket’s red glare, the bombs bursting in air,
Gave proof through the night that our flag was still there;   
O say, does that star-spangled banner yet wave   
O’er the land of the free, and the home of the brave?   
   
On the shore dimly seen through the mists of the deep,   
Where the foe’s haughty host in dread silence reposes, 
What is that which the breeze, o’er the towering steep,   
As it fitfully blows, now conceals, now discloses?   
Now it catches the gleam of the morning’s first beam,   
In full glory reflected now shines on the stream;   
‘Tis the star-spangled banner; O long may it wave 
O’er the land of the free, and the home of the brave!   
   
And where is that band who so vauntingly swore   
That the havoc of war and the battle’s confusion   
A home and a country should leave us no more?   
Their blood has washed out their foul footsteps’ pollution. 
No refuge could save the hireling and slave,   
From the terror of flight and the gloom of the grave;   
And the star-spangled banner in triumph doth wave   
O’er the land of the free, and the home of the brave!   
   
O! thus be it ever, when freemen shall stand 
Between their loved homes and the war’s desolation!   
Blest with victory and peace, may the heav’n-rescued land,   
Praise the power that hath made and preserved us a nation.   
Then conquer we must, for our cause it is just.   
And this be our motto— “In God is our trust; "" 
And the star-spangled banner in triumph shall wave   
O’er the land of the free, and the home of the brave.",public domain
1519865125-232,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/refusal-mourn-death-fire-child-london,https://www.poets.org/poetsorg/poem/refusal-mourn-death-fire-child-london,"A Refusal to Mourn the Death, by Fire, of a Child in London",Dylan Thomas,"Never until the mankind making
Bird beast and flower
Fathering and all humbling darkness
Tells with silence the last light breaking 
And the still hour
Is come of the sea tumbling in harness

And I must enter again the round
Zion of the water bead
And the synagogue of the ear of corn
Shall I let pray the shadow of a sound
Or sow my salt seed
In the least valley of sackcloth to mourn

The majesty and burning of the child’s death.
I shall not murder
The mankind of her going with a grave truth
Nor blaspheme down the stations of the breath
With any further 
Elegy of innocence and youth.

Deep with the first dead lies London’s daughter,
Robed in the long friends,
The grains beyond age, the dark veins of her mother,
Secret by the unmourning water
Of the riding Thames.
After the first death, there is no other.",1952
1519865083-211,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/small-talk,https://www.poets.org/poetsorg/poem/small-talk,Small Talk,Eleanor Lerman,"It is a mild day in the suburbs
Windy, a little gray. If there is
sunlight, it enters through the
kitchen window and spreads
itself, thin as a napkin, beside
the coffee cup, pie on a plate

What am I describing?
I am describing a dream
in which nobody has died

These are our mothers:
your mother and mine
It is an empty day; everyone
else is gone. Our mothers
are sitting in red chairs
that look like metal hearts
and they are smoking
Your mother is wearing
sandals and a skirt. My 
mother is thinking about 
dinner. The bread, the meat

Later, there will be
no reason to remember
this, so remember it
now: a safe day. Time
passes into dim history.

And we are their babies
sleeping in the folds of
the wind. Whatever our 
chances, these are the 
women. Such small talk
before life begins",2010
1519865179-259,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,here,https://www.poets.org/poetsorg/poem/haunted-seas,Haunted Seas,Cale Young Rice,"A gleaming glassy ocean 
  Under a sky of grey; 
A tide that dreams of motion, 
  Or moves, as the dead may; 
A bird that dips and wavers 
  Over lone waters round, 
Then with a cry that quavers 
  Is gone—a spectral sound.

The brown sad sea-weed drifting 
  Far from the land, and lost; 
The faint warm fog unlifting, 
  The derelict long tossed, 
But now at rest—though haunted 
  By the death-scenting shark, 
Whose prey no more undaunted 
  Slips from it, spent and stark.",public domain
1519865169-254,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,here,https://www.poets.org/poetsorg/poem/ennui,Ennui,Marianne Moore,"He often expressed
A curious wish,
To be interchangeably
Man and fish;
To nibble the bait
Off the hook,
Said he,
And then slip away
Like a ghost
In the sea.",2013
1519865051-195,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/spirits-dead,https://www.poets.org/poetsorg/poem/spirits-dead,Spirits of the Dead,Edgar Allan Poe,"Thy soul shall find itself alone
‘Mid dark thoughts of the grey tomb-stone;
Not one, of all the crowd, to pry
Into thine hour of secrecy.

Be silent in that solitude,
Which is not loneliness — for then
The spirits of the dead, who stood
In life before thee, are again
In death around thee, and their will
Shall overshadow thee; be still.

The night, though clear, shall frown,
And the stars shall not look down
From their high thrones in the Heaven
With light like hope to mortals given,
But their red orbs, without beam,
To thy weariness shall seem
As a burning and a fever
Which would cling to thee for ever.

Now are thoughts thou shalt not banish,
Now are visions ne’er to vanish;
From thy spirit shall they pass
No more, like dew-drop from the grass.

The breeze, the breath of God, is still,
And the mist upon the hill
Shadowy, shadowy, yet unbroken,
Is a symbol and a token.
How it hangs upon the trees,
A mystery of mysteries!",public domain
1519865071-205,https://github.com/sstoudt19/Intro-DH-17-18/blob/master/class-poem-dataset.md,https://www.poets.org/poetsorg/poem/resignation,https://www.poets.org/poetsorg/poem/resignation,Resignation,Nikki Giovanni,"I love you
            because the Earth turns round the sun
            because the North wind blows north
                 sometimes
            because the Pope is Catholic
                 and most Rabbis Jewish
            because the winters flow into springs
                 and the air clears after a storm
            because only my love for you
                 despite the charms of gravity
                 keeps me from falling off this Earth
                 into another dimension
I love you
            because it is the natural order of thingsI love you
            like the habit I picked up in college
                 of sleeping through lectures
                 or saying I’m sorry
                 when I get stopped for speeding
            because I drink a glass of water
                 in the morning
                 and chain-smoke cigarettes
                 all through the day
            because I take my coffee Black
                 and my milk with chocolate
            because you keep my feet warm
                 though my life a mess
I love you
            because I don’t want it
                 any other wayI am helpless
            in my love for you
It makes me so happy
            to hear you call my name
I am amazed you can resist
            locking me in an echo chamber
            where your voice reverberates
            through the four walls
            sending me into spasmatic ecstasy
I love you
            because it’s been so good
            for so long
            that if I didn’t love you
            I’d have to be born again
            and that is not a theological statement
I am pitiful in my love for youThe Dells tell me Love
            is so simple
            the thought though of you
            sends indescribably delicious multitudinous
            thrills throughout and through-in my body
I love you
            because no two snowflakes are alike
            and it is possible
            if you stand tippy-toe
            to walk between the raindrops
I love you
            because I am afraid of the dark
                 and can’t sleep in the light
            because I rub my eyes
                 when I wake up in the morning
                 and find you there
            because you with all your magic powers were
                 determined that
I should love you
            because there was nothing for you but that
I would love youI love you
            because you made me
                 want to love you
            more than I love my privacy
                 my freedom          my commitments
                      and responsibilities
I love you ’cause I changed my life
            to love you
            because you saw me one Friday
                 afternoon and decided that I would
love you
I love you I love you I love you",1968
